"Title","Subtitle","CELEX number","Current consolidated version","Latest consolidated version","LP_Legal basis","ELI","Form","EUROVOC descriptor","ECLI identifier","Subject matter","Directory code","Case-Law directory code (before Lisbon)","Case-Law directory code (after Lisbon)","Legal basis","Transposed legal act(s)","Rectified by","Type of procedure","Collection of the document","Date of document","Date of publication","Author","Date of effect","Date of end of validity","Date of transposition","Applicant/Appellant","Defendant/Other parties to the proceedings","In force indicator","Publication Reference",
"2009/954/EC: Council Decision of 30 November 2009 on the signing and conclusion of the Terms of Reference for the International Partnership for Energy Efficiency Cooperation (IPEEC) and the Memorandum concerning the hosting by the International Energy Agency of the Secretariat to the International Partnership for Energy Efficiency Cooperation by the European Community","","32009D0954","","","","http://data.europa.eu/eli/dec/2009/954/oj","Decision","energy resources, energy distribution, energy industry, climate change, International Energy Agency, energy demand, energy production, international cooperation","","Energy","External relations, Energy, Multilateral relations, General principles and programmes, Other spheres of multilateral cooperation, Rational utilisation and conservation of energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12006E175, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12006E300","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2009-11-30","2009-12-16, 2014-11-04","Council of the European Union","2009-11-30","No end date","","","","true","OJ L 330, 16/12/2009, p. 37–47
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"Decision taken by common agreement between the Representatives of the Governments of Member States of 7 December 2009 on the location of the seat of the Agency for the Cooperation of Energy Regulators","","42009D0913","","","","http://data.europa.eu/eli/dec/2009/913/oj","Decision","seat of institution, energy policy, gas supply, electricity supply, energy grid, EU office or agency, energy transport","","Provisions governing the Institutions, Energy","Energy, General, financial and institutional matters, General principles and programmes, Provisions governing the institutions, General, General","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12008E341","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2009-12-07","2009-12-09, 2014-12-04","Representatives of the Governments of the Member States","2009-12-09","No end date","","","","true","OJ L 322, 09/12/2009, p. 39–39
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"2009/806/EC: Council Decision of 19 October 2009 on the signing of the Statute of the International Renewable Energy Agency (IRENA) by the European Community","","32009D0806","","","","http://data.europa.eu/eli/dec/2009/806/oj","Decision","environmental protection, international agreement, signature of an agreement, energy policy, renewable energy","","External relations, Energy, Environment","External relations, Energy, Multilateral relations, Other sources of energy, Multilateral cooperation for protection of the environment, wild fauna and flora and natural resources","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12006E175, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12006E300","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2009-10-19","2009-11-04, 2014-12-04","Council of the European Union","2009-10-19","No end date","","","","true","OJ L 288, 04/11/2009, p. 23–23
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"2009/789/EC: Commission Decision of 26 October 2009 determining the Community position for a decision of the management entities under the Agreement between the Government of the United States of America and the European Community on the coordination of energy-efficiency labelling programmes for office equipment on the revision of the computer monitor specifications in Annex C, part II, to the Agreement (Text with EEA relevance)","","32009D0789","","","","http://data.europa.eu/eli/dec/2009/789/oj","Decision","technical specification, technical standard, labelling, computer, energy consumption, energy saving, United States, screen, agreement (EU)","","External relations, Energy, Information and verification","External relations, Energy, Bilateral agreements with non-member countries, Electricity, North America","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32006D1005","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2009-10-26","2009-10-29","European Commission","2009-10-28","No end date","","","","true","OJ L 282, 29/10/2009, p. 23–40
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"2008/114/EC,Euratom: Council Decision of 12 February 2008 establishing Statutes for the Euratom Supply Agency","","32008D0114","2013-07-01","2013-07-01","","http://data.europa.eu/eli/dec/2008/114(1)/oj","Decision","Euratom Supply Agency, legal status, legal capacity, financial autonomy","","Nuclear common market, Provisions governing the Institutions, Supply agency","Energy, General, financial and institutional matters, Nuclear energy, Provisions governing the institutions","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A054","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2008-02-12","2008-02-15, 2014-12-09","Council of the European Union","2008-03-06","No end date","","","","true","OJ L 41, 15/02/2008, p. 15–20
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"2007/513/Euratom: Council Decision of 10 July 2007 approving the accession of the European Atomic Energy Community to the amended Convention on the Physical Protection of Nuclear Material and Nuclear Facilities -  Declaration by the European Atomic Energy Community according to Articles 18(4) and 17(3) of the CPPNM","","32007D0513","","","","http://data.europa.eu/eli/dec/2007/513/oj","Decision","nuclear fuel, accession to an agreement, nuclear power station, nuclear safety, international convention, EAEC, radioactive materials","","External relations, Nuclear common market","Energy, Environment, consumers and health protection, External relations, Nuclear energy, Environment, Multilateral relations, Safeguards, International cooperation, Other spheres of multilateral cooperation","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A101","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2007-07-10","2007-07-21, 2014-11-04","Council of the European Union","2007-07-10","No end date","","","","true","OJ L 190, 21/07/2007, p. 12–14
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"2006/908/EC,Euratom: Council Decision of 4 December 2006 on the first instalment of the third Community contribution to the European Bank for Reconstruction and Development for the Chernobyl Shelter Fund","","32006D0908","","","","http://data.europa.eu/eli/dec/2006/908/oj","Decision","EU aid, Ukraine, nuclear safety, nuclear accident, EBRD, environmental protection","","Safety at work and elsewhere, External relations, Nuclear common market","External relations, Energy, Action in favour of countries in transition, Nuclear energy, European Bank for Reconstruction and Development, Safeguards","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A203, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12002E308","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2006-12-04","2008-12-13, 2006-12-09, 2007-01-01, 2014-10-14","Council of the European Union","2006-12-04","No end date","","","","true","OJ L 346, 09/12/2006, p. 28–29
		 (ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, NL, PL, PT, SK, SL, FI, SV), OJ L 335M , 13/12/2008, p. 546–550
		 (MT), This document has been published in a special edition(s) (
           		BG, RO, HR)
		",
"2005/336/: Council Decision of 18 April 2005 amending the Council Decision of 16 December 1980 setting up the Consultative Committee for the Fusion Programme","","32005D0336","","","","http://data.europa.eu/eli/dec/2005/336/oj","Decision","accession to the European Union, advisory committee (EU), majority voting, EU programme","","Nuclear common market, Research and training","Energy, Nuclear energy, Nuclear research","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12003T051, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32002D0837, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32002D0668","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2005-04-18","2005-04-29, 2008-12-31, 2007-01-01","Council of the European Union","2005-04-18","No end date","","","","true","OJ L 108, 29/04/2005, p. 64–65
		 (ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, NL, PL, PT, SK, SL, FI, SV), OJ L 352M , 31/12/2008, p. 129–130
		 (MT), This document has been published in a special edition(s) (
           		BG, RO)
		",
"2005/42/EC: Commission Decision of 22 December 2004 determining the Community position for a decision of the Management entities under the Agreement between the Government of the United States of America and the European Community on the coordination of energy-efficient labelling programmes for office equipment on the revision of Annex C, part II, defining monitor specifications","","32005D0042","","","","http://data.europa.eu/eli/dec/2005/42(1)/oj","Decision","screen, United States, agreement (EU), office equipment, technical standard, energy consumption, labelling, testing","","Energy, External relations, Information and verification","Energy, External relations, Electricity, Bilateral agreements with non-member countries, North America","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32003D0269","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2004-12-22","2005-01-22","European Commission","2004-12-22","No end date","","","","true","OJ L 20, 22/01/2005, p. 24–33
		 (ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, NL, PL, PT, SK, SL, FI, SV)",
"2003/269/EC: Council Decision of 8 April 2003 concerning the conclusion on behalf of the Community of the Agreement between the Government of the United States of America and the European Community on the coordination of energy-efficient labelling programmes for office equipment","","32003D0269","","","","http://data.europa.eu/eli/dec/2003/269/oj","Decision","labelling, energy consumption, office equipment, United States, energy saving, agreement (EU)","","Information and verification, External relations, Energy","External relations, Energy, Bilateral agreements with non-member countries, Electricity, North America","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12002E300, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12002E133","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2003-04-08","2003-04-17, 2004-05-01, 2014-10-14","Council of the European Union","2003-04-08","No end date","","","","true","OJ L 99, 17/04/2003, p. 47–48
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV), This document has been published in a special edition(s) (
           		CS, ET, LV, LT, HU, MT, PL, SK, SL, HR)
		",
"2001/761/Euratom: Council Decision of 27 September 2001 authorising the conclusion by the Commission of two Cooperation Agreements between the European Autonomic Energy Community and the Government of the Russian Federation in the fields of nuclear safety and controlled nuclear fusion","","32001D0761","","","","http://data.europa.eu/eli/dec/2001/761/oj","Decision","nuclear fusion, Russia, cooperation agreement, nuclear safety, EAEC","","Nuclear common market, External relations","Energy, External relations, Nuclear energy, Bilateral agreements with non-member countries, Nuclear research, European countries, Countries in transition","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A101, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32001D0761, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:21997A1128(01)","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2001-09-27","2001-10-31, 2004-05-01, 2007-01-01, 2014-09-09","Council of the European Union","2001-09-27","No end date","","","","true","OJ L 287, 31/10/2001, p. 21–22
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV), This document has been published in a special edition(s) (
           		CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"2001/595/EC: Council Decision of 13 July 2001 on the conclusion by the European Community of the Amendment to the trade-related provisions of the Energy Charter Treaty","","32001D0595","","","","http://data.europa.eu/eli/dec/2001/595/oj","Decision","amendment, trade policy, energy policy, European charter","","Energy, External relations, Commercial policy","Energy, General principles and programmes, General","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11997E300, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11997E133","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2001-07-13","2001-08-02, 2007-01-01, 2004-05-01, 2012-05-16","Council of the European Union","2001-07-13","No end date","","","","true","OJ L 209, 02/08/2001, p. 32–32
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV), This document has been published in a special edition(s) (
           		CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"2001/546/EC: Commission Decision of 11 July 2001 setting up a consultative committee, to be known as the \"European Energy and Transport Forum\" (notified under document number C(2001) 1843)","","32001D0546","","","","http://data.europa.eu/eli/dec/2001/546/oj","Decision","advisory committee (EU), common transport policy, energy policy","","Provisions governing the Institutions, Energy","General, financial and institutional matters, Energy, Provisions governing the institutions, General principles and programmes, General, General","","","","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2001-07-11","2001-07-19, 2004-05-01, 2012-12-07, 2007-01-01","European Commission","2001-07-19","No end date","","","","true","OJ L 195, 19/07/2001, p. 58–60
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV), This document has been published in a special edition(s) (
           		CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"98/704/Euratom: Council Decision of 22 June 1998 concerning the extension of the duration of the Agreement among the European Atomic Energy Community, the Government of Japan, the Government of the Russian Federation and the Government of the United States of America on cooperation in the engineering design activities (EDA) for the international thermonuclear experimental reactor (ITER)","","31998D0704","","","","http://data.europa.eu/eli/dec/1998/704/oj","Decision","EAEC, Japan, United States, nuclear reactor, cooperation agreement (EU), Russia","","External relations, Nuclear common market, Research and training","Science, information, education and culture, External relations, Energy, Science, Multilateral relations, Nuclear energy, Research sectors, Other spheres of multilateral cooperation, Nuclear research","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A101","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","1998-06-22","1998-12-10, 2004-05-01, 2007-01-01, 2014-11-11","Council of the European Union","1998-06-22","No end date","","","","true","OJ L 335, 10/12/1998, p. 61–65
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV), This document has been published in a special edition(s) (
           		CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"EAEC Commission: Decision fixing the date on which the Euratom Supply Agency shall take up its duties and approving the Agency Rules of 5 May 1960 determining the manner in which demand is to be balanced against the supply of ores, source materials and special fissile materials","","31960D0511","","","","http://data.europa.eu/eli/dec/1960/511/oj","Decision","Euratom Supply Agency, supply and demand, iron ore, radioactive materials","","Nuclear common market, Supply agency","Energy, Nuclear energy, Fuel supplies","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A060, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A052, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A222, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A053","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","1960-05-05","1960-05-11, 2004-05-01, 1995-01-01, 2007-01-01, 1972-01-01, 2012-05-16","European Commission","1960-05-11","No end date","","","","true","OJ 32, 11/05/1960, p. 776–776
		 (DE, FR, IT, NL), English special edition: Series I Volume 1959-1962 P. 45  - 45, Other special edition(s) (
           		DA, FI, SV, CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"EAEC Council: Decision on the establishment of the \"société d'energie nucléaire franco-belge des Ardennes\" Joint Undertaking","","31961D1009","","","","","Decision","Belgium, France, joint venture, legal status, nuclear industry, nuclear energy","","Nuclear common market, Joint undertakings","Energy, Nuclear energy, Power stations and joint undertakings","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A049, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A001","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","1961-09-09","1961-10-09, 1986-01-01, 1972-01-01","Council of the European Union","1961-10-09","No end date","","","","true","OJ 65, 09/10/1961, p. 1173–1189
		 (DE, FR, IT, NL), English special edition: Series I Volume 1959-1962 P. 71  - 83, Other special edition(s) (
           		DA, ES, PT)
		",
